directors,numberall,runtimeminutes,averagerating,numvotes
nm0002503,1,59.0,5.30,13
nm0002510,1,,7.00,213
nm0002515,2,78.0,6.55,164
nm0002520,2,95.0,4.35,873
nm0002526,1,,7.70,25
nm0002534,1,100.0,4.90,193
nm0002538,1,,6.00,15
nm0002542,19,67.9,5.79,12670
nm0002545,13,89.4,7.05,78331
nm0002547,1,60.0,4.70,1952
nm0002548,4,73.5,7.75,142
nm0002559,1,,7.80,15
nm0002562,2,53.5,7.45,35
nm0002569,4,79.3,6.70,5475
nm0002572,2,81.0,4.70,168
nm0002573,5,93.0,4.70,4596
nm0002576,1,105.0,6.10,80
nm0002592,1,102.0,6.20,86
nm0002593,1,101.0,5.60,104
nm0002601,1,90.0,5.50,53
nm0002606,3,95.7,4.17,10530
nm0002611,4,86.5,6.60,415
nm0002620,1,75.0,6.00,6
nm0002621,2,74.0,5.70,17
nm0002622,1,97.0,5.00,522
nm0002627,5,86.6,5.56,1187
nm0002641,1,90.0,3.00,556
nm0002645,11,101.9,6.25,78086
nm0002647,1,,6.40,18
nm0002651,1,93.0,5.10,276
nm0002653,12,101.9,6.53,1831966
nm0002657,5,131.0,7.14,1255374
nm0002661,3,88.7,3.77,1314
nm0002662,3,111.7,6.50,87
nm0002663,1,96.0,5.10,178
nm0002674,7,70.3,4.60,233
nm0002677,1,90.0,6.60,22
nm0002692,2,93.0,6.80,502
nm0002695,2,,4.90,15
nm0002698,1,105.0,5.30,18
nm0002699,9,103.4,6.58,5075
nm0002700,10,107.7,5.85,234968
nm0002702,3,92.0,6.00,112
nm0002704,1,97.0,5.80,106
nm0002709,2,96.0,6.10,2226
nm0002714,1,96.0,6.40,64
nm0002715,1,80.0,5.70,368
nm0002718,2,91.0,6.20,38088
nm0002724,1,,7.00,5
nm0002726,3,102.7,5.50,3784
nm0002728,9,114.8,6.77,224659
nm0002736,1,,5.10,8
nm0002739,7,93.1,6.97,2716
nm0002744,1,93.0,4.40,245
nm0002749,1,112.0,6.50,3142
nm0002752,1,82.0,6.20,63
nm0002758,1,117.0,6.60,1074
nm0002759,4,91.5,5.53,357
nm0002772,1,80.0,8.30,15
nm0002793,3,76.0,5.90,595
nm0002797,9,99.1,6.19,3193
nm0002807,2,94.0,6.20,14
nm0002814,1,83.0,6.10,13657
nm0002815,87,93.5,5.17,4839
nm0002822,1,86.0,4.90,119
nm0002835,2,87.0,4.50,10644
nm0002836,1,90.0,6.60,47
nm0002840,1,98.0,5.30,345
nm0002844,1,77.0,1.60,350
nm0002847,2,,6.05,29
nm0002848,4,79.0,6.75,1251
nm0002856,1,106.0,5.80,339
nm0002862,4,76.0,7.00,63
nm0002870,2,93.5,5.55,65
nm0002882,1,92.0,5.80,12
nm0002887,4,88.8,5.38,36499
nm0002892,1,119.0,6.30,215022
nm0002893,3,86.7,5.10,3034
nm0002910,2,91.5,4.70,35
nm0002911,3,93.7,4.73,2185
nm0002913,3,90.3,4.73,1852
nm0002916,11,99.6,6.01,2362
nm0002918,1,115.0,6.60,19
nm0002920,1,101.0,5.90,16
nm0002923,1,86.0,5.70,1515
nm0002928,1,118.0,7.60,57
nm0002930,1,92.0,6.00,115
nm0002948,5,90.4,7.32,2781
nm0002951,1,108.0,6.40,9
nm0002953,1,60.0,7.80,34
nm0002954,2,,7.70,48
nm0002964,3,87.5,6.30,63
nm0002966,1,91.0,3.10,230
nm0002970,1,,7.50,6
nm0002973,4,89.3,4.40,15027
nm0002974,2,57.0,7.65,43
nm0002975,2,90.0,5.60,182
nm0002976,3,88.3,8.33,87
nm0002978,1,90.0,6.90,37
nm0002988,1,91.0,5.30,405
nm0002989,8,93.3,4.16,4616
nm0002990,2,93.0,6.80,20
nm0002992,1,90.0,8.50,6
nm0002998,1,72.0,5.80,16
nm0003012,1,116.0,7.10,15
nm0003021,2,104.0,7.70,129471
nm0003023,1,,7.10,41
nm0003027,1,85.0,6.00,16
nm0003029,2,89.5,6.45,539
nm0003031,2,86.0,5.75,11564
nm0003034,2,99.0,5.95,129
nm0003039,1,96.0,5.40,893
nm0003048,3,69.0,6.10,41
nm0003059,2,75.0,7.35,71
nm0003063,1,90.0,6.30,64
nm0003080,4,96.5,5.08,76500
nm0003085,9,86.0,3.80,3132
nm0003088,2,89.5,6.85,143418
nm0003089,1,82.0,7.70,6
nm0003094,1,99.0,4.20,6
nm0003095,1,70.0,5.00,9
nm0003100,2,,4.85,25
nm0003103,1,79.0,4.10,57
nm0003108,5,62.3,5.90,524
nm0003116,3,89.0,4.10,6227
nm0003117,2,95.0,5.95,1789
nm0003128,2,58.0,7.35,38
nm0003131,1,95.0,4.40,334
nm0003150,1,93.0,4.80,12822
nm0003152,6,82.3,6.12,14849
nm0003155,1,108.0,6.50,17
nm0003158,1,54.0,8.10,10
nm0003160,4,131.8,7.20,958935
nm0003165,2,90.5,6.30,1969
nm0003166,2,84.0,6.45,79
nm0003186,6,92.0,5.88,675
nm0003193,1,48.0,4.70,481
nm0003201,1,110.0,6.70,4968
nm0003203,5,91.0,5.48,17939
nm0003204,9,91.4,4.99,1724
nm0003206,2,76.0,7.05,335
nm0003209,3,85.7,6.03,4691
nm0003211,1,,8.30,12
nm0003221,2,,5.25,26
nm0003226,49,92.9,7.03,70619
nm0003229,7,101.2,4.79,836
nm0003239,1,60.0,8.30,6
nm0003244,2,87.5,3.70,262
nm0003261,1,95.0,6.40,35
nm0003262,4,92.0,6.53,220
nm0003265,6,82.0,5.72,376
nm0003284,1,86.0,6.80,88
nm0003288,2,82.0,6.35,40
nm0003289,13,88.9,5.57,8999
nm0003294,1,88.0,8.40,40
nm0003297,1,103.0,7.00,95
nm0003313,2,74.0,7.55,5647
nm0003319,1,87.0,6.30,41
nm0003328,6,95.8,5.70,607
nm0003332,9,93.6,5.12,6494
nm0003340,2,87.0,3.30,33
nm0003343,4,94.0,5.68,118736
nm0003355,7,95.6,6.24,18311
nm0003358,2,,6.40,13
nm0003369,1,83.0,5.00,79
nm0003373,42,65.7,6.01,5858
nm0003377,2,60.0,6.05,191
nm0003381,3,101.0,6.10,40
nm0003383,1,87.0,7.00,71
nm0003389,1,108.0,5.50,443
nm0003394,1,113.0,5.50,17801
nm0003400,9,103.2,6.50,24368
nm0003403,7,92.7,4.69,3254
nm0003408,21,83.6,7.38,16445
nm0003410,1,88.0,3.10,369
nm0003412,4,78.3,5.93,533
nm0003415,1,93.0,7.80,802
nm0003418,13,108.2,5.65,1020700
nm0003419,3,104.7,6.13,3146
nm0003422,56,69.4,6.19,8045
nm0003423,4,96.3,5.03,160634
nm0003433,14,102.6,7.12,98151
nm0003438,2,85.5,6.50,66
nm0003447,3,90.0,5.57,300
nm0003458,15,92.7,4.93,120258
nm0003462,1,83.0,4.90,121
nm0003463,2,93.0,5.25,56
nm0003464,2,112.0,7.90,2881
nm0003469,2,79.5,5.80,351
nm0003473,2,96.0,4.35,1220
nm0003474,6,88.0,5.65,75502
nm0003475,1,116.0,6.80,120
nm0003478,1,87.0,3.10,145
nm0003482,2,108.0,6.40,31713
nm0003490,16,85.7,6.36,12313
nm0003495,3,185.0,7.17,35
nm0003497,3,83.0,4.83,3443
nm0003506,11,120.6,7.22,2582993
nm0003508,5,94.6,6.26,7073
nm0003521,1,86.0,5.40,49
nm0003524,1,93.0,7.90,25
nm0003529,2,108.0,6.50,10609
nm0003532,1,91.0,3.40,1652
nm0003534,1,91.0,3.60,126
nm0003535,4,94.5,5.08,6115
nm0003536,2,,5.00,46
nm0003537,2,67.5,5.10,140
nm0003538,3,92.0,5.47,111
nm0003542,1,104.0,5.70,1555
nm0003557,2,120.5,7.15,24405
nm0003572,3,95.3,4.37,344
nm0003577,6,237.4,7.07,956
nm0003578,1,81.0,7.80,10
nm0003586,12,88.5,6.27,148
nm0003587,4,99.0,3.93,2658
nm0003588,3,97.0,5.20,981
nm0003593,25,102.5,7.09,275750
nm0003600,1,80.0,4.80,165
nm0003606,30,101.7,6.19,29279
nm0003611,2,,7.05,12
nm0003612,1,100.0,5.70,60
nm0003615,1,,8.90,39
nm0003620,15,102.0,6.31,1408098
nm0003638,20,79.9,7.07,175445
nm0003644,1,100.0,3.50,748
nm0003645,1,,7.90,8
nm0003648,2,98.0,5.60,231
nm0003650,6,85.2,4.83,140
nm0003659,4,87.0,5.93,7175
nm0003670,3,80.0,6.97,61
nm0003676,1,76.0,4.60,1295
nm0003682,1,90.0,7.40,18
nm0003694,2,91.0,5.05,430
nm0003697,3,143.0,7.37,589569
nm0003700,1,91.0,3.90,137
nm0003702,1,90.0,4.30,442
nm0003719,3,87.7,4.80,155
nm0003726,2,94.0,6.65,520
nm0003731,4,86.5,5.20,157
nm0003733,1,95.0,6.40,23746
nm0003735,4,87.5,5.40,2058
nm0003745,3,101.0,6.73,4297
nm0003758,2,90.0,5.80,816
nm0003761,6,87.2,5.25,477
nm0003762,1,80.0,4.00,115
nm0003763,1,79.0,4.50,694
nm0003766,3,97.0,4.83,1164
nm0003768,1,79.0,6.00,4189
nm0003771,1,101.0,6.30,4782
nm0003782,2,96.0,6.15,151
nm0003783,1,89.0,8.60,9
nm0003784,4,89.8,5.63,403
nm0003786,1,82.0,7.80,6335
nm0003787,1,100.0,7.40,13
nm0003794,8,111.1,6.30,5975
nm0003795,1,,7.70,7
nm0003805,2,84.5,6.70,92
nm0003807,1,109.0,6.40,96
nm0003826,2,94.0,4.35,499
nm0003833,1,89.0,7.00,3945
nm0003836,49,87.1,6.57,170488
nm0003837,5,86.0,6.00,4138
nm0003843,1,112.0,5.00,128
nm0003852,1,81.0,5.00,5
nm0003875,1,100.0,5.60,112
nm0003876,1,98.0,5.40,11
nm0003877,1,87.0,6.60,43
nm0003884,4,84.5,6.98,483
nm0003886,2,85.0,4.60,346
nm0003888,5,84.8,5.04,364
nm0003891,4,82.7,6.13,67
nm0003894,2,92.5,7.70,65
nm0003904,23,93.7,5.99,1847
nm0003907,8,77.5,7.80,347
nm0003910,5,93.3,6.00,6581
nm0003916,2,95.0,4.75,372
nm0003917,9,93.8,4.81,1734
nm0003922,3,88.3,4.80,11080
nm0003927,9,92.9,7.50,424
nm0003930,7,101.0,6.86,1829
nm0003931,11,94.1,5.30,2079
nm0003935,1,91.0,5.50,125
nm0003939,5,132.3,7.48,72883
nm0003941,9,93.8,4.71,10823
nm0003945,1,83.0,2.90,288
nm0003948,1,103.0,5.10,4024
nm0003952,1,,8.20,10
nm0003953,2,87.0,6.30,793
nm0003957,3,89.0,6.13,433
nm0003960,8,89.1,6.83,2446
nm0003962,1,,6.50,110
nm0003965,1,80.0,6.90,7
nm0003966,1,,8.20,30
nm0003971,2,93.0,4.60,114
nm0003974,8,95.9,6.30,5373
nm0003975,5,83.0,6.52,2052
nm0003977,2,72.0,5.95,10045
nm0003984,1,96.0,6.40,848
nm0003989,7,96.1,5.21,3610
nm0004000,1,,7.30,18
nm0004001,1,100.0,6.70,89
nm0004025,3,90.0,3.60,1693
nm0004033,1,108.0,7.70,4468
nm0004034,3,85.5,7.50,116
nm0004043,1,97.0,5.70,396
nm0004048,1,98.0,5.70,135
nm0004056,5,104.4,7.52,2673801
nm0004068,1,91.0,7.40,42
nm0004071,3,102.3,6.43,823
nm0004072,4,112.3,4.28,2565
nm0004074,1,94.0,3.90,3591
nm0004076,1,,7.00,10
nm0004078,1,77.0,6.00,32
nm0004082,3,98.0,5.57,653
nm0004083,2,93.0,4.40,46
nm0004084,1,90.0,3.70,361
nm0004105,1,102.0,6.70,8600
nm0004106,2,93.0,7.05,72
nm0004111,1,113.0,5.80,1110
nm0004121,4,90.5,6.23,38374
nm0004122,1,123.0,5.60,433
nm0004124,3,84.7,7.50,589
nm0004129,1,,9.40,5
nm0004139,8,99.8,6.64,1455
nm0004149,3,,6.93,149
nm0004152,10,107.7,4.75,21098
nm0004161,10,94.8,4.06,9971
nm0004165,3,93.3,5.80,4677
nm0004176,1,95.0,7.20,25
nm0004188,1,90.0,6.50,64
nm0004192,2,78.0,6.55,937
nm0004193,1,84.0,3.60,176
nm0004202,2,91.5,7.05,95
nm0004206,3,85.7,8.03,3072
nm0004209,4,80.0,6.73,5221
nm0004214,1,90.0,7.00,6
nm0004217,5,98.6,6.22,226553
nm0004218,2,92.5,5.95,110
nm0004234,3,99.7,6.60,153308
nm0004244,5,110.2,7.52,67269
nm0004247,2,75.5,8.20,60
nm0004249,1,57.0,8.10,16
nm0004250,9,85.2,4.94,3944
nm0004258,2,90.5,5.75,68
nm0004272,1,86.0,5.80,14
nm0004292,10,183.3,7.48,17434
nm0004300,1,60.0,8.50,41
nm0004303,8,108.1,6.66,875089
nm0004305,12,95.8,5.61,55474
nm0004306,10,108.1,6.73,1701589
nm0004307,2,120.0,7.00,2459
nm0004321,4,96.5,7.65,113
nm0004332,2,105.0,7.15,68046
nm0004344,1,78.0,3.70,4316
nm0004354,7,88.8,6.44,3540
nm0004363,13,167.2,6.03,99182
nm0004365,18,91.8,4.73,4800
nm0004372,60,83.6,5.61,22053
nm0004380,4,101.8,5.75,3285
nm0004388,2,103.0,6.20,558
nm0004410,5,93.2,5.60,625154
nm0004412,1,100.0,6.40,6189
nm0004417,15,176.2,7.27,1437
nm0004433,2,158.0,6.70,255
nm0004434,2,174.5,5.55,1175
nm0004439,7,91.3,5.71,3230
nm0004451,1,100.0,6.60,147
nm0004454,52,90.1,5.99,2868
nm0004456,1,48.0,6.20,16
nm0004462,2,92.5,6.60,356
nm0004464,6,92.8,6.67,198
nm0004466,46,149.8,6.29,7741
nm0004470,1,148.0,6.60,61
nm0004478,1,99.0,7.30,27
nm0004486,1,90.0,7.50,13
nm0004488,13,92.4,5.56,8271
nm0004495,4,87.3,4.75,582
nm0004501,14,100.7,6.59,726
nm0004509,1,86.0,7.90,7
nm0004517,2,101.0,5.75,1848
nm0004521,2,80.0,7.30,31
nm0004522,1,96.0,5.70,91
nm0004531,1,71.0,6.80,124
nm0004541,7,101.7,6.04,8367
nm0004554,1,108.0,5.30,1049
nm0004555,1,113.0,6.70,24386
nm0004564,2,144.5,3.75,1821
nm0004570,6,143.5,6.63,976
nm0004573,24,72.9,5.98,3710
nm0004586,3,88.7,3.90,2088
nm0004591,4,85.5,4.00,6051
nm0004594,2,90.0,6.35,39
nm0004596,6,94.6,7.48,1377
nm0004597,2,92.0,5.50,189
nm0004608,3,92.5,5.23,440
nm0004611,1,88.0,5.80,5826
nm0004612,6,90.2,7.17,604
nm0004616,10,93.4,5.04,11512
nm0004620,2,75.5,6.25,20
nm0004621,3,93.3,4.67,1026
nm0004625,1,105.0,6.00,39
nm0004627,2,97.0,6.00,588
nm0004630,53,135.8,6.73,5934
nm0004645,1,,4.00,10
nm0004654,8,95.4,5.68,15010
nm0004655,1,95.0,3.50,159
nm0004667,1,84.0,5.30,55
nm0004675,5,107.6,6.58,283268
nm0004677,2,110.0,5.50,121
nm0004684,1,87.0,3.00,235
nm0004689,6,104.5,5.42,36156
nm0004693,2,86.5,6.90,38220
nm0004709,8,76.8,6.70,521
nm0004716,7,108.4,7.30,2558865
nm0004741,1,85.0,6.50,13
nm0004743,1,83.0,5.50,232
nm0004752,3,89.3,5.03,8270
nm0004760,2,85.0,3.70,298
nm0004767,2,100.5,5.75,1172
nm0004775,3,67.7,6.23,89
nm0004778,1,98.0,7.50,10
nm0004784,2,101.5,5.85,4389
nm0004790,2,94.0,6.25,4327
nm0004805,5,101.6,7.24,5370
nm0004810,1,104.0,5.90,88191
nm0004838,15,99.6,6.17,123606
nm0004841,1,74.0,7.10,307
nm0004851,1,45.0,7.60,8
nm0004853,1,88.0,4.60,383
nm0004857,1,98.0,5.90,352
nm0004873,1,83.0,4.50,594
nm0004874,1,105.0,5.60,1523
nm0004877,1,,7.30,24
nm0004880,1,90.0,4.80,227
nm0004882,1,87.0,7.80,523
nm0004885,1,89.0,5.40,50
nm0004886,12,97.1,6.23,74454
nm0004890,3,94.0,5.40,15625
nm0004906,2,86.5,5.65,3328
nm0004915,1,,5.40,49
nm0004929,1,93.0,6.90,309
nm0004930,1,82.0,5.40,5407
nm0004941,2,91.5,8.00,76
nm0004965,3,108.3,5.53,2543
nm0004968,1,90.0,4.20,197
nm0004977,1,97.0,3.80,230
nm0004978,3,91.0,6.87,2422
nm0004986,1,90.0,8.90,69
nm0004988,2,89.0,7.65,3890
nm0005007,1,,5.80,80
nm0005008,3,91.7,6.70,91505
nm0005017,1,105.0,5.80,1982
nm0005022,2,91.0,6.95,18971
nm0005023,1,65.0,8.60,31
nm0005033,34,97.9,6.63,102144
nm0005048,2,88.0,6.35,4484
nm0005057,2,87.5,6.90,264
nm0005061,2,99.0,7.25,485
nm0005062,11,80.3,6.65,201640
nm0005069,6,105.7,7.67,1120521
nm0005076,1,89.0,6.90,83225
nm0005077,9,91.9,6.40,35227
nm0005093,1,110.0,6.50,404
nm0005101,7,95.3,6.00,203038
nm0005102,1,82.0,4.90,106
nm0005113,1,113.0,6.00,987
nm0005116,7,96.0,5.40,119387
nm0005124,5,98.2,7.32,2176499
nm0005131,1,99.0,6.70,1919
nm0005139,13,125.5,7.32,228756
nm0005154,1,,8.20,16
nm0005165,1,91.0,5.80,460
nm0005171,1,131.0,6.00,21
nm0005177,1,64.0,7.20,8
nm0005189,1,90.0,4.80,289
nm0005190,18,115.2,6.01,1000218
nm0005196,16,108.2,6.29,62511
nm0005197,4,115.3,6.38,21896
nm0005221,1,91.0,3.00,3077
nm0005222,10,142.4,7.73,3113365
nm0005233,1,85.0,1.90,8
nm0005237,7,119.1,6.90,527421
nm0005239,1,,7.70,40
nm0005272,1,92.0,5.00,109
nm0005290,1,99.0,4.10,352
nm0005295,4,92.0,7.05,395319
nm0005298,1,93.0,6.80,13
nm0005303,3,110.0,6.60,243475
nm0005306,1,102.0,8.40,8
nm0005320,1,,4.00,8
nm0005347,3,103.7,5.93,919
nm0005348,15,94.1,6.36,169328
nm0005363,11,115.0,7.06,3516450
nm0005366,11,104.3,6.42,1588859
nm0005367,10,98.2,5.59,296597
nm0005387,6,99.3,5.68,126939
nm0005390,9,97.0,6.52,55032
nm0005391,1,87.0,4.90,305
nm0005401,1,97.0,6.10,470
nm0005421,9,117.2,6.07,251023
nm0005436,9,115.4,6.41,704769
nm0005444,1,75.0,8.30,21
nm0005503,1,97.0,6.50,20
nm0005509,13,107.2,6.01,1292322
nm0005516,1,105.0,5.40,950
nm0005522,12,108.5,5.54,59007
nm0005540,6,95.7,5.68,576408
nm0005544,2,102.0,5.30,659
nm0005549,10,81.5,7.20,4502
nm0005555,1,90.0,6.90,141
nm0005556,2,93.0,5.65,237
nm0005558,1,130.0,6.90,41
nm0005561,1,99.0,5.60,5560
nm0005563,7,115.4,6.27,148919
nm0005570,9,105.1,5.94,15768
nm0005572,2,127.5,7.10,9619
nm0005579,1,78.0,4.20,156
nm0005586,1,85.0,2.70,266
nm0005590,6,74.0,3.10,3737
nm0005600,1,96.0,4.50,228
nm0005608,1,80.0,4.40,25
nm0005610,1,97.0,6.30,838
nm0005612,1,91.0,5.10,302
nm0005614,4,95.8,6.10,3141
nm0005615,1,83.0,6.20,114
nm0005616,6,92.3,5.48,10365
nm0005617,1,88.0,3.10,426
nm0005618,3,92.7,4.07,24685
nm0005624,1,110.0,6.50,266
nm0005628,5,103.2,6.90,74145
nm0005629,3,66.5,7.63,20
nm0005632,23,91.8,4.89,3061
nm0005639,3,86.3,5.07,409
nm0005640,6,87.8,5.58,1277
nm0005645,13,106.2,6.44,71254
nm0005647,6,104.5,4.75,268969
nm0005654,1,102.0,6.40,38
nm0005674,15,91.1,5.95,7387
nm0005680,2,107.5,5.70,991
nm0005688,4,106.5,6.50,356
nm0005700,1,95.0,6.40,26
nm0005703,3,89.0,4.90,444
nm0005710,3,97.7,6.07,4767
nm0005711,28,89.9,5.71,60072
nm0005713,8,73.4,6.90,74122
nm0005715,2,94.5,5.10,472
nm0005716,5,80.0,6.20,1581
nm0005717,1,72.0,4.40,10
nm0005723,4,98.3,5.73,351
nm0005726,2,95.5,5.15,2221
nm0005727,2,103.0,5.90,711
nm0005731,6,79.8,6.70,129
nm0005738,25,92.3,6.02,68216
nm0005744,2,84.0,5.75,35
nm0005748,1,75.0,4.60,5
nm0005752,1,89.0,4.10,25
nm0005757,5,94.2,5.88,104
nm0005759,2,128.5,6.70,19396
nm0005767,1,93.0,5.90,28623
nm0005773,2,94.0,4.95,657
nm0005774,1,165.0,8.10,682
nm0005783,2,102.5,4.40,349
nm0005787,28,91.0,5.64,3924
nm0005789,28,92.6,6.33,42759
nm0005799,7,79.6,6.30,279
nm0005803,3,93.3,4.87,3833
nm0005811,2,96.0,6.15,80
nm0005814,3,128.0,6.57,6217
nm0005815,4,93.7,5.30,817
nm0005826,11,92.8,6.15,1886
nm0005829,4,74.3,5.93,250
nm0005837,1,102.0,8.10,412
nm0005839,1,,3.10,370
nm0005844,3,93.0,6.60,71
nm0005846,8,91.5,4.66,7052
nm0005847,97,66.8,5.85,15401
nm0005858,10,83.5,5.43,584
nm0005866,8,91.7,5.84,6099
nm0005868,1,90.0,5.10,237
nm0005871,2,89.5,4.50,15343
nm0005875,1,83.0,7.80,149
nm0005876,1,74.0,6.60,302
nm0005895,2,90.0,6.65,29
nm0005898,15,83.8,6.52,8156
nm0005899,1,50.0,4.80,8
nm0005900,1,92.0,5.40,8
nm0005903,2,90.0,6.95,75
nm0005904,1,82.0,6.10,740
nm0005907,1,105.0,6.40,93
nm0005912,1,94.0,7.30,73
nm0005914,1,55.0,6.80,12
nm0005917,16,108.3,6.56,41094
nm0005936,1,80.0,5.80,73
nm0006005,1,,5.80,12
nm0006009,1,80.0,3.60,321
nm0006018,11,93.3,6.54,118
nm0006092,4,83.8,5.28,2636
nm0006130,2,90.0,6.70,84
nm0006138,1,106.0,5.10,14
nm0006166,1,108.0,6.30,73
nm0006168,3,60.7,6.37,90
nm0006219,2,66.0,6.30,58
nm0006244,1,82.0,4.70,18
nm0006249,31,112.2,8.00,96211
nm0006276,39,77.3,6.42,11406
nm0006278,1,85.0,6.90,8
nm0006339,1,95.0,7.60,23
nm0006348,1,161.0,6.40,364
nm0006357,10,96.5,6.96,1411
nm0006358,1,,6.10,7
nm0006369,1,141.0,6.50,8
nm0006370,7,166.5,6.01,3364
nm0006371,14,141.6,6.98,9626
nm0006372,8,105.3,5.70,2691
nm0006388,2,153.0,7.15,12091
nm0006395,21,92.9,4.63,5974
nm0006405,2,84.5,5.30,31
nm0006407,1,86.0,6.50,45
nm0006410,1,78.0,5.10,181
nm0006436,1,90.0,4.80,112
nm0006438,2,95.5,5.85,109
nm0006442,1,59.0,7.40,37
nm0006445,26,101.7,7.25,95815
nm0006448,6,81.3,6.30,862
nm0006452,16,126.2,6.89,215806
nm0006476,8,109.5,6.65,541579
nm0006486,1,101.0,7.80,876
nm0006487,9,108.3,7.03,509449
nm0006491,2,91.0,6.60,45
nm0006493,1,94.0,5.50,160
nm0006497,6,150.3,7.02,88
nm0006498,15,98.1,7.46,112702
nm0006507,1,,6.80,17
nm0006515,2,,6.25,21
nm0006516,1,93.0,6.90,4515
nm0006518,3,98.0,5.13,3076
nm0006534,1,86.0,7.00,1082
nm0006537,1,70.0,6.10,7
nm0006538,1,,7.20,5
nm0006549,1,90.0,6.90,75
nm0006554,9,106.0,6.43,86607
nm0006560,1,61.0,6.10,23
nm0006562,3,,8.07,17
nm0006572,2,112.5,4.70,300
nm0006578,1,100.0,6.80,802
nm0006589,2,81.5,5.85,1513
nm0006590,15,106.2,6.92,966
nm0006599,2,95.5,6.20,759
nm0006604,1,92.0,4.50,14
nm0006610,1,,5.60,373
nm0006613,1,105.0,4.00,48
nm0006614,1,90.0,4.20,60
nm0006615,41,101.8,6.47,12110
nm0006618,1,65.0,6.10,13
nm0006620,66,87.9,5.93,7278
nm0006621,11,101.5,6.15,2322
nm0006624,2,73.0,6.30,1136
nm0006625,8,90.6,5.93,154810
nm0006634,1,100.0,6.00,41
nm0006637,1,86.0,6.80,52
nm0006639,5,92.8,5.60,19296
nm0006644,2,84.5,6.95,536
nm0006646,2,104.0,6.00,3172
nm0006650,2,49.5,5.55,151
nm0006658,10,84.6,6.75,760
nm0006659,3,149.0,5.37,4981
nm0006675,1,80.0,7.50,16
nm0006676,4,91.5,6.55,131
nm0006685,6,92.7,4.82,1574
nm0006690,4,108.3,6.35,1090
nm0006702,1,100.0,6.10,337
nm0006703,33,90.4,6.50,55128
nm0006706,2,54.5,8.10,134
nm0006723,2,87.0,5.80,503
nm0006729,1,104.0,6.50,2494
nm0006734,19,117.8,6.47,29691
nm0006737,9,92.3,6.58,966
nm0006745,12,78.3,6.48,455
nm0006761,2,40.0,5.05,216
nm0006765,9,129.4,6.49,25624
nm0006766,1,89.0,6.00,177
nm0006768,14,164.3,7.00,670
nm0006769,1,,6.00,6
nm0006774,2,126.5,5.85,580
nm0006786,4,96.5,5.40,1426
nm0006787,15,92.6,5.15,7405
nm0006791,1,49.0,5.70,12
nm0006792,2,90.0,5.50,284
nm0006798,6,81.8,6.30,1136
nm0006799,2,90.5,5.00,3607
nm0006805,5,88.2,4.50,1349
nm0006809,1,90.0,6.60,247
nm0006830,1,90.0,4.40,36
nm0006835,2,91.0,5.25,79
nm0006837,5,79.8,7.22,14395
nm0006841,5,95.0,6.26,10301
nm0006845,10,88.7,6.28,62974
nm0006846,7,113.4,6.73,308920
nm0006853,10,101.2,5.96,34346
nm0006854,18,106.4,6.38,503681
nm0006856,12,91.8,7.14,997
nm0006859,1,88.0,5.40,4315
nm0006860,20,91.9,4.52,22156
nm0006863,1,,7.10,29
nm0006867,1,105.0,7.10,179
nm0006874,4,91.0,5.50,8984
nm0006877,1,86.0,7.00,27
nm0006888,3,96.0,6.17,1452
nm0006889,24,109.3,6.55,276492
nm0006898,9,94.3,5.41,846
nm0006901,1,74.0,7.20,6
nm0006904,3,126.3,6.63,484853
nm0006910,1,108.0,4.80,122
nm0006916,21,98.3,6.13,215381
nm0006924,1,90.0,2.80,272
nm0006931,10,76.2,3.86,4587
nm0006936,1,83.0,3.50,38
nm0006939,6,100.3,5.80,36394
nm0006940,1,89.0,6.20,57
nm0006943,83,71.1,6.04,34310
nm0006945,2,87.5,7.35,66
nm0006954,10,99.6,6.37,2753
nm0006955,1,80.0,1.50,1583
nm0006956,1,99.0,4.60,173
nm0006959,5,109.6,6.42,13920
nm0006960,11,111.9,6.58,570916
nm0006969,3,109.0,5.17,293138
nm0006975,1,84.0,4.10,491
nm0006982,2,,5.35,22
nm0006987,1,91.0,3.60,238
nm0006996,2,93.5,6.75,2034
nm0007013,1,74.0,3.50,392
nm0007037,5,91.5,6.58,6341
nm0007044,2,80.0,7.00,732
nm0007045,4,107.0,5.85,52633
nm0007048,1,85.0,5.90,16
nm0007050,4,85.0,6.90,108
nm0007052,1,83.0,5.70,201
nm0007063,1,117.0,6.50,85
nm0007066,6,91.5,6.05,3567
nm0007069,7,91.7,5.73,4611
nm0007071,12,89.2,6.13,6864
nm0007082,15,99.2,5.39,215539
nm0007083,1,,7.70,11
nm0007111,1,85.0,5.20,9
nm0007113,2,166.0,7.10,1947
nm0007124,2,136.0,7.05,1027
nm0007128,6,88.8,5.05,19805
nm0007131,20,166.6,6.25,41217
nm0007134,4,164.8,5.30,115026
nm0007139,46,107.0,6.32,171074
nm0007142,2,84.5,4.90,7652
nm0007144,13,110.6,6.95,20943
nm0007147,19,149.0,5.62,3355
nm0007149,2,80.5,4.90,31
nm0007158,2,95.0,7.70,25105
nm0007161,34,142.1,6.03,3301
nm0007173,1,117.0,6.40,19
nm0007179,6,126.4,5.88,234
nm0007180,3,86.0,7.20,90
nm0007181,22,166.7,7.02,168855
nm0007182,14,90.3,5.92,72270
nm0007187,6,150.5,6.68,275
nm0007189,3,94.0,7.07,983
nm0007193,1,91.0,5.60,39186
